step,prevalence
5.820000000000000000e+02,2.088888888888889260e-03
5.830000000000000000e+02,2.044444444444444651e-03
5.840000000000000000e+02,2.088888888888889260e-03
5.850000000000000000e+02,2.044444444444444651e-03
5.860000000000000000e+02,2.088888888888888826e-03
5.870000000000000000e+02,2.133333333333333436e-03
5.880000000000000000e+02,2.133333333333333436e-03
5.890000000000000000e+02,2.088888888888888826e-03
5.900000000000000000e+02,2.133333333333333436e-03
5.910000000000000000e+02,2.088888888888888826e-03
5.920000000000000000e+02,2.177777777777777611e-03
5.930000000000000000e+02,2.088888888888888826e-03
5.940000000000000000e+02,1.955555555555555432e-03
5.950000000000000000e+02,1.955555555555555432e-03
5.960000000000000000e+02,1.955555555555555432e-03
5.970000000000000000e+02,1.955555555555555432e-03
5.980000000000000000e+02,1.955555555555555432e-03
5.990000000000000000e+02,1.911111111111110606e-03
6.000000000000000000e+02,1.866666666666666214e-03
6.010000000000000000e+02,1.866666666666666214e-03
6.020000000000000000e+02,1.866666666666666214e-03
6.030000000000000000e+02,1.866666666666666214e-03
6.040000000000000000e+02,1.866666666666666214e-03
6.050000000000000000e+02,1.688888888888888645e-03
6.060000000000000000e+02,1.688888888888888645e-03
6.070000000000000000e+02,1.688888888888888645e-03
6.080000000000000000e+02,1.644444444444444252e-03
6.090000000000000000e+02,1.599999999999999860e-03
6.100000000000000000e+02,1.555555555555555467e-03
6.110000000000000000e+02,1.466666666666666683e-03
6.120000000000000000e+02,1.422222222222221857e-03
6.130000000000000000e+02,1.422222222222221857e-03
6.140000000000000000e+02,1.377777777777777681e-03
6.150000000000000000e+02,1.333333333333333072e-03
6.160000000000000000e+02,1.333333333333333072e-03
6.170000000000000000e+02,1.244444444444444287e-03
6.180000000000000000e+02,1.288888888888888463e-03
6.190000000000000000e+02,1.244444444444444287e-03
6.200000000000000000e+02,1.155555555555555286e-03
6.210000000000000000e+02,1.066666666666666501e-03
6.220000000000000000e+02,1.066666666666666501e-03
6.230000000000000000e+02,1.066666666666666501e-03
6.240000000000000000e+02,1.066666666666666501e-03
6.250000000000000000e+02,1.066666666666666501e-03
6.260000000000000000e+02,1.022222222222222109e-03
6.270000000000000000e+02,9.777777777777777162e-04
6.280000000000000000e+02,9.777777777777777162e-04
6.290000000000000000e+02,9.777777777777777162e-04
6.300000000000000000e+02,9.333333333333333239e-04
6.310000000000000000e+02,8.888888888888889315e-04
6.320000000000000000e+02,8.444444444444445391e-04
6.330000000000000000e+02,8.444444444444445391e-04
6.340000000000000000e+02,8.000000000000001468e-04
6.350000000000000000e+02,8.444444444444445391e-04
6.360000000000000000e+02,8.888888888888889315e-04
6.370000000000000000e+02,8.888888888888889315e-04
6.380000000000000000e+02,8.888888888888889315e-04
6.390000000000000000e+02,8.888888888888889315e-04
6.400000000000000000e+02,8.444444444444445391e-04
6.410000000000000000e+02,8.444444444444445391e-04
6.420000000000000000e+02,8.444444444444445391e-04
6.430000000000000000e+02,8.444444444444445391e-04
6.440000000000000000e+02,8.000000000000001468e-04
6.450000000000000000e+02,7.555555555555556460e-04
6.460000000000000000e+02,7.555555555555556460e-04
6.470000000000000000e+02,7.555555555555556460e-04
6.480000000000000000e+02,7.555555555555556460e-04
6.490000000000000000e+02,7.555555555555556460e-04
6.500000000000000000e+02,7.555555555555556460e-04
6.510000000000000000e+02,7.555555555555556460e-04
6.520000000000000000e+02,7.555555555555556460e-04
6.530000000000000000e+02,7.555555555555556460e-04
6.540000000000000000e+02,7.111111111111112536e-04
6.550000000000000000e+02,7.111111111111112536e-04
6.560000000000000000e+02,6.666666666666666444e-04
6.570000000000000000e+02,6.666666666666666444e-04
6.580000000000000000e+02,6.666666666666666444e-04
6.590000000000000000e+02,6.666666666666666444e-04
6.600000000000000000e+02,6.666666666666666444e-04
6.610000000000000000e+02,6.222222222222222520e-04
6.620000000000000000e+02,6.222222222222222520e-04
6.630000000000000000e+02,6.222222222222222520e-04
6.640000000000000000e+02,6.222222222222222520e-04
6.650000000000000000e+02,6.222222222222222520e-04
6.660000000000000000e+02,5.777777777777778597e-04
6.670000000000000000e+02,5.777777777777778597e-04
6.680000000000000000e+02,5.777777777777778597e-04
6.690000000000000000e+02,5.777777777777778597e-04
6.700000000000000000e+02,5.777777777777778597e-04
6.710000000000000000e+02,5.777777777777778597e-04
6.720000000000000000e+02,5.777777777777778597e-04
6.730000000000000000e+02,5.333333333333333589e-04
6.740000000000000000e+02,4.888888888888889665e-04
6.750000000000000000e+02,4.888888888888889665e-04
6.760000000000000000e+02,5.333333333333333589e-04
6.770000000000000000e+02,4.888888888888888581e-04
6.780000000000000000e+02,4.888888888888888581e-04
6.790000000000000000e+02,4.444444444444444657e-04
6.800000000000000000e+02,4.444444444444444657e-04
6.810000000000000000e+02,4.888888888888889665e-04
6.820000000000000000e+02,4.888888888888889665e-04
6.830000000000000000e+02,4.444444444444444657e-04
6.840000000000000000e+02,4.444444444444444657e-04
6.850000000000000000e+02,4.444444444444444657e-04
6.860000000000000000e+02,4.000000000000000192e-04
6.870000000000000000e+02,4.000000000000000192e-04
6.880000000000000000e+02,4.000000000000000192e-04
6.890000000000000000e+02,4.000000000000000192e-04
6.900000000000000000e+02,3.555555555555556268e-04
6.910000000000000000e+02,3.555555555555556268e-04
6.920000000000000000e+02,3.111111111111111260e-04
6.930000000000000000e+02,3.111111111111111260e-04
6.940000000000000000e+02,2.666666666666666794e-04
6.950000000000000000e+02,2.222222222222222058e-04
6.960000000000000000e+02,2.222222222222222058e-04
6.970000000000000000e+02,2.222222222222222058e-04
6.980000000000000000e+02,2.222222222222222058e-04
6.990000000000000000e+02,2.222222222222222058e-04
7.000000000000000000e+02,1.777777777777777592e-04
7.010000000000000000e+02,1.777777777777777592e-04
7.020000000000000000e+02,1.777777777777777592e-04
7.030000000000000000e+02,1.777777777777777592e-04
7.040000000000000000e+02,1.777777777777777592e-04
7.050000000000000000e+02,1.777777777777777592e-04
7.060000000000000000e+02,1.333333333333333397e-04
7.070000000000000000e+02,1.333333333333333397e-04
7.080000000000000000e+02,1.333333333333333397e-04
7.090000000000000000e+02,1.333333333333333397e-04
7.100000000000000000e+02,1.333333333333333397e-04
7.110000000000000000e+02,1.333333333333333397e-04
7.120000000000000000e+02,1.333333333333333397e-04
7.130000000000000000e+02,1.333333333333333397e-04
7.140000000000000000e+02,1.333333333333333397e-04
7.150000000000000000e+02,1.333333333333333397e-04
7.160000000000000000e+02,1.333333333333333397e-04
7.170000000000000000e+02,1.333333333333333397e-04
7.180000000000000000e+02,1.333333333333333397e-04
7.190000000000000000e+02,1.777777777777777592e-04
7.200000000000000000e+02,1.777777777777777592e-04
7.210000000000000000e+02,1.777777777777777592e-04
7.220000000000000000e+02,1.333333333333333397e-04
7.230000000000000000e+02,8.888888888888887960e-05
7.240000000000000000e+02,8.888888888888887960e-05
7.250000000000000000e+02,8.888888888888887960e-05
7.260000000000000000e+02,8.888888888888887960e-05
7.270000000000000000e+02,8.888888888888887960e-05
7.280000000000000000e+02,8.888888888888887960e-05
7.290000000000000000e+02,8.888888888888887960e-05
7.300000000000000000e+02,8.888888888888887960e-05
7.310000000000000000e+02,8.888888888888887960e-05
7.320000000000000000e+02,8.888888888888887960e-05
7.330000000000000000e+02,8.888888888888887960e-05
7.340000000000000000e+02,1.333333333333333397e-04
7.350000000000000000e+02,1.333333333333333397e-04
7.360000000000000000e+02,1.333333333333333397e-04
7.370000000000000000e+02,1.333333333333333397e-04
7.380000000000000000e+02,1.333333333333333397e-04
7.390000000000000000e+02,1.333333333333333397e-04
7.400000000000000000e+02,1.333333333333333397e-04
7.410000000000000000e+02,1.333333333333333397e-04
7.420000000000000000e+02,1.333333333333333397e-04
7.430000000000000000e+02,1.333333333333333397e-04
7.440000000000000000e+02,1.333333333333333397e-04
7.450000000000000000e+02,1.333333333333333397e-04
7.460000000000000000e+02,8.888888888888887960e-05
7.470000000000000000e+02,8.888888888888887960e-05
7.480000000000000000e+02,8.888888888888887960e-05
7.490000000000000000e+02,8.888888888888887960e-05
7.500000000000000000e+02,8.888888888888887960e-05
7.510000000000000000e+02,8.888888888888887960e-05
7.520000000000000000e+02,8.888888888888887960e-05
7.530000000000000000e+02,8.888888888888887960e-05
7.540000000000000000e+02,8.888888888888887960e-05
7.550000000000000000e+02,8.888888888888887960e-05
7.560000000000000000e+02,8.888888888888887960e-05
7.570000000000000000e+02,8.888888888888887960e-05
7.580000000000000000e+02,8.888888888888887960e-05
7.590000000000000000e+02,8.888888888888887960e-05
7.600000000000000000e+02,8.888888888888887960e-05
7.610000000000000000e+02,8.888888888888887960e-05
7.620000000000000000e+02,8.888888888888887960e-05
7.630000000000000000e+02,8.888888888888887960e-05
7.640000000000000000e+02,8.888888888888887960e-05
7.650000000000000000e+02,8.888888888888887960e-05
7.660000000000000000e+02,8.888888888888887960e-05
7.670000000000000000e+02,8.888888888888887960e-05
7.680000000000000000e+02,8.888888888888887960e-05
7.690000000000000000e+02,8.888888888888887960e-05
7.700000000000000000e+02,8.888888888888887960e-05
7.710000000000000000e+02,8.888888888888887960e-05
7.720000000000000000e+02,8.888888888888887960e-05
7.730000000000000000e+02,8.888888888888887960e-05
7.740000000000000000e+02,8.888888888888887960e-05
7.750000000000000000e+02,8.888888888888887960e-05
7.760000000000000000e+02,8.888888888888887960e-05
7.770000000000000000e+02,8.888888888888887960e-05
7.780000000000000000e+02,4.444444444444443980e-05
7.790000000000000000e+02,4.444444444444443980e-05
7.800000000000000000e+02,4.444444444444443980e-05
7.810000000000000000e+02,4.444444444444443980e-05
7.820000000000000000e+02,4.444444444444443980e-05
7.830000000000000000e+02,4.444444444444443980e-05
7.840000000000000000e+02,4.444444444444443980e-05
7.850000000000000000e+02,4.444444444444443980e-05
7.860000000000000000e+02,4.444444444444443980e-05
7.870000000000000000e+02,4.444444444444443980e-05
7.880000000000000000e+02,4.444444444444443980e-05
7.890000000000000000e+02,4.444444444444443980e-05
7.900000000000000000e+02,4.444444444444443980e-05
7.910000000000000000e+02,0.000000000000000000e+00
7.920000000000000000e+02,0.000000000000000000e+00
7.930000000000000000e+02,0.000000000000000000e+00
7.940000000000000000e+02,0.000000000000000000e+00
7.950000000000000000e+02,0.000000000000000000e+00
7.960000000000000000e+02,0.000000000000000000e+00
7.970000000000000000e+02,0.000000000000000000e+00
7.980000000000000000e+02,0.000000000000000000e+00
7.990000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+02,0.000000000000000000e+00
